chr	pos	fst	stat
Chr03	4625000	0.144531	1.low	
Chr03	4675000	0.122423	1.low	
Chr03	4725000	0.181359	1.low	
Chr03	4775000	0.126656	1.low	
Chr03	4825000	0.202564	1.low	
Chr03	4875000	0.208629	1.low	
Chr03	4925000	0.109409	1.low	
Chr03	4975000	0.140948	1.low	
Chr03	5025000	0.209501	1.low	
Chr03	5075000	0.102930	1.low	
Chr03	5125000	0.146401	1.low	
Chr03	5175000	0.151109	1.low	
Chr03	5225000	0.162313	1.low	
Chr03	5275000	0.189273	1.low	
Chr03	5325000	0.181348	1.low	
Chr03	5375000	0.090472	1.low	
Chr03	5425000	0.123285	1.low	
Chr03	5475000	0.151797	1.low	
Chr03	5525000	0.149467	1.low	
Chr03	5575000	0.142254	1.low	
Chr03	5625000	0.127183	1.low	
Chr03	5675000	0.170313	1.low	
Chr03	5725000	0.266534	2.mid	
Chr03	5775000	0.245298	2.mid	
Chr03	5825000	0.152254	2.mid	
Chr03	5875000	0.203150	2.mid	
Chr03	5925000	0.224086	2.mid	
Chr03	5975000	0.188364	2.mid	
Chr03	6025000	0.124672	1.low	
Chr03	6075000	0.115574	1.low	
Chr03	6125000	0.090110	1.low	
Chr03	6175000	0.068899	1.low	
Chr03	6225000	0.134933	1.low	
Chr03	6275000	0.125826	1.low	
Chr03	6325000	0.220470	2.mid	
Chr03	6375000	0.234281	2.mid	
Chr03	6425000	0.249008	2.mid	
Chr03	6475000	0.125956	2.mid	
Chr03	6525000	0.327217	2.mid	
Chr03	6575000	0.126405	1.low	
Chr03	6625000	0.129491	1.low	
Chr03	6725000	0.174645	1.low	
Chr03	6775000	0.076811	1.low	
Chr03	6825000	0.102154	1.low	
Chr03	6875000	0.135598	1.low	
Chr03	6925000	0.147233	1.low	
Chr03	6975000	0.202526	1.low	
Chr03	7025000	0.113356	1.low	
Chr03	7075000	0.196293	1.low	
Chr03	7125000	0.170468	1.low	
Chr03	7175000	0.166220	1.low	
Chr03	7225000	0.192358	1.low	
Chr03	7275000	0.125022	1.low	
Chr03	7325000	0.206355	2.mid	
Chr03	7375000	0.146876	2.mid	
Chr03	7425000	0.251276	2.mid	
Chr03	7475000	0.297739	2.mid	
Chr03	7525000	0.235199	2.mid	
Chr03	7575000	0.139672	2.mid	
Chr03	7625000	0.237226	2.mid	
Chr03	7675000	0.188087	2.mid	
Chr03	7725000	0.170894	2.mid	
Chr03	7775000	0.167255	2.mid	
Chr03	7825000	0.297812	2.mid	
Chr03	7875000	0.290843	2.mid	
Chr03	7925000	0.228749	2.mid	
Chr03	7975000	0.252501	2.mid	
Chr03	8025000	0.190842	2.mid	
Chr03	8075000	0.185195	2.mid	
Chr03	8125000	0.225095	2.mid	
Chr03	8175000	0.186734	2.mid	
Chr03	8225000	0.204178	2.mid	
Chr03	8275000	0.210091	2.mid	
Chr03	8325000	0.196905	2.mid	
Chr03	8375000	0.183598	2.mid	
Chr03	8425000	0.233272	2.mid	
Chr03	8475000	0.139186	2.mid	
Chr03	8525000	0.234377	2.mid	
Chr03	8575000	0.281769	2.mid	
Chr03	8625000	0.159544	2.mid	
Chr03	8675000	0.202644	2.mid	
Chr03	8725000	0.119271	2.mid	
Chr03	8775000	0.170514	2.mid	
Chr03	8825000	0.188335	2.mid	
Chr03	8875000	0.257965	2.mid	
Chr03	8925000	0.243676	2.mid	
Chr03	8975000	0.251401	2.mid	
Chr03	9025000	0.318227	2.mid	
Chr03	9075000	0.162312	2.mid	
Chr03	9125000	0.157505	2.mid	
Chr03	9175000	0.143244	2.mid	
Chr03	9225000	0.212441	2.mid	
Chr03	9275000	0.116758	2.mid	
Chr03	9325000	0.119101	2.mid	
Chr03	9375000	0.232186	2.mid	
Chr03	9425000	0.278432	2.mid	
Chr03	9475000	0.180322	2.mid	
Chr03	9525000	0.170383	2.mid	
Chr03	9575000	0.275532	2.mid	
Chr03	9625000	0.277033	2.mid	
Chr03	9675000	0.192637	2.mid	
Chr03	9725000	0.173152	2.mid	
Chr03	9775000	0.154670	2.mid	
Chr03	9825000	0.104901	2.mid	
Chr03	9875000	0.168560	2.mid	
Chr03	9925000	0.160993	2.mid	
Chr03	9975000	0.193023	2.mid	
Chr03	10025000	0.262584	2.mid	
Chr03	10075000	0.277232	2.mid	
Chr03	10125000	0.325882	2.mid	
Chr03	10175000	0.174283	2.mid	
Chr03	10225000	0.238329	2.mid	
Chr03	10275000	0.205338	2.mid	
Chr03	10325000	0.174286	2.mid	
Chr03	10375000	0.158315	2.mid	
Chr03	10425000	0.222586	2.mid	
Chr03	10475000	0.186234	2.mid	
Chr03	10525000	0.130154	2.mid	
Chr03	10575000	0.135906	2.mid	
Chr03	10625000	0.198480	2.mid	
Chr03	10675000	0.209992	2.mid	
Chr03	10725000	0.253402	2.mid	
Chr03	10775000	0.210401	2.mid	
Chr03	10825000	0.198689	2.mid	
Chr03	10875000	0.218065	2.mid	
Chr03	10925000	0.194687	2.mid	
Chr03	10975000	0.271516	3.high	
Chr03	11025000	0.347758	3.high	
Chr03	11075000	0.411264	3.high	
Chr03	11125000	0.311901	3.high	
Chr03	11175000	0.318785	3.high	
Chr03	11225000	0.313664	3.high	
Chr03	11275000	0.252906	2.mid	
Chr03	11325000	0.217844	2.mid	
Chr03	11375000	0.273198	2.mid	
Chr03	11425000	0.190346	2.mid	
Chr03	11475000	0.265846	2.mid	
Chr03	11525000	0.155381	2.mid	
Chr03	11575000	0.191375	2.mid	
Chr03	11625000	0.142792	1.low	
Chr03	11675000	0.155225	1.low	
Chr03	11725000	0.165612	1.low	
Chr03	11775000	0.095370	1.low	
Chr03	11825000	0.246464	2.mid	
Chr03	11875000	0.255684	2.mid	
Chr03	11925000	0.273978	2.mid	
Chr03	11975000	0.191680	2.mid	
Chr03	12025000	0.239199	2.mid	
Chr03	12075000	0.169992	2.mid	
Chr03	12125000	0.272141	2.mid	
Chr03	12175000	0.212965	2.mid	
Chr03	12225000	0.144670	2.mid	
Chr03	12275000	0.293433	2.mid	
Chr03	12325000	0.219144	2.mid	
Chr03	12375000	0.293553	2.mid	
Chr03	12425000	0.185430	2.mid	
Chr03	12475000	0.207134	2.mid	
Chr03	12525000	0.079662	1.low	
Chr03	12575000	0.201104	1.low	
Chr03	12625000	0.180168	1.low	
Chr03	12675000	0.139529	1.low	
Chr03	12725000	0.118986	1.low	
Chr03	12775000	0.107304	1.low	
Chr03	12825000	0.125703	1.low	
Chr03	12875000	0.137237	1.low	
Chr03	12925000	0.236643	2.mid	
Chr03	12975000	0.297470	2.mid	
Chr03	13025000	0.202199	2.mid	
Chr03	13075000	0.141808	1.low	
Chr03	13125000	0.169308	1.low	
Chr03	13175000	0.159802	1.low	
Chr03	13225000	0.108185	1.low	
Chr03	13275000	0.216126	2.mid	
Chr03	13325000	0.241423	2.mid	
Chr03	13375000	0.488886	3.high	
Chr03	13425000	0.218951	2.mid	
Chr03	13475000	0.298545	2.mid	
Chr03	13525000	0.148114	2.mid	
Chr03	13575000	0.168179	2.mid	
Chr03	13625000	0.193424	2.mid	
Chr03	13675000	0.218784	2.mid	
Chr03	13725000	0.205895	2.mid	
Chr03	13775000	0.211293	2.mid	
Chr03	13825000	0.456281	3.high	
Chr03	13875000	0.478855	3.high	
Chr03	13925000	0.291283	3.high	
Chr03	13975000	0.226890	3.high	
Chr03	14025000	0.344034	3.high	
Chr03	14075000	0.389433	3.high	
Chr03	14125000	0.261137	3.high	
Chr03	14175000	0.271996	3.high	
Chr03	14225000	0.494051	3.high	
Chr03	14275000	0.418942	3.high	
Chr03	14325000	0.229685	2.mid	
Chr03	14375000	0.211440	2.mid	
Chr03	14425000	0.154940	2.mid	
Chr03	14475000	0.181008	2.mid	
Chr03	14525000	0.112598	2.mid	
Chr03	14575000	0.223004	2.mid	
Chr03	14625000	0.186926	2.mid	
Chr03	14675000	0.166776	2.mid	
Chr03	14725000	0.150711	2.mid	
Chr03	14775000	0.139041	2.mid	
Chr03	14825000	0.212986	2.mid	
Chr03	14875000	0.262066	2.mid	
Chr03	14925000	0.361217	3.high	
Chr03	14975000	0.438278	3.high	
Chr03	15025000	0.295899	3.high	
Chr03	15075000	0.539280	3.high	
Chr03	15125000	0.499397	3.high	
Chr03	15175000	0.266643	3.high	
Chr03	15225000	0.289569	3.high	
Chr03	15275000	0.194417	2.mid	
Chr03	15325000	0.189878	2.mid	
Chr03	15375000	0.245471	2.mid	
Chr03	15425000	0.198918	2.mid	
Chr03	15475000	0.208581	2.mid	
Chr03	15525000	0.457721	3.high	
Chr03	15575000	0.329184	3.high	
Chr03	15625000	0.287718	3.high	
Chr03	15675000	0.412285	3.high	
Chr03	15725000	0.243109	2.mid	
Chr03	15775000	0.251235	2.mid	
Chr03	15825000	0.131323	2.mid	
Chr03	15875000	0.211730	2.mid	
Chr03	15925000	0.162065	2.mid	
Chr03	15975000	0.300686	2.mid	
Chr03	16025000	0.166207	2.mid	
Chr03	16075000	0.188637	2.mid	
Chr03	16125000	0.159577	2.mid	
Chr03	16175000	0.152325	2.mid	
Chr03	16225000	0.218291	2.mid	
Chr03	16275000	0.194504	2.mid	
Chr03	16325000	0.154127	1.low	
Chr03	16375000	0.150956	1.low	
Chr03	16425000	0.140451	1.low	
Chr03	16475000	0.180100	1.low	
Chr03	16525000	0.129957	1.low	
Chr03	16575000	0.158204	1.low	
Chr03	16625000	0.108913	1.low	
Chr03	16675000	0.163162	1.low	
Chr03	16725000	0.179748	1.low	
Chr03	16775000	0.137872	1.low	
Chr03	16825000	0.151023	1.low	
Chr03	16875000	0.130947	1.low	
Chr03	16925000	0.224290	2.mid	
Chr03	16975000	0.181636	2.mid	
Chr03	17025000	0.211718	2.mid	
Chr03	17075000	0.259513	2.mid	
Chr03	17125000	0.164974	2.mid	
Chr03	17175000	0.197540	2.mid	
Chr03	17225000	0.276614	2.mid	
Chr03	17275000	0.160836	2.mid	
Chr03	17325000	0.192487	2.mid	
Chr03	17375000	0.175858	2.mid	
Chr03	17425000	0.198643	2.mid	
Chr03	17475000	0.190369	2.mid	
Chr03	17525000	0.311119	2.mid	
Chr03	17575000	0.197718	2.mid	
Chr03	17625000	0.214887	2.mid	
Chr03	17675000	0.353324	3.high	
Chr03	17725000	0.450959	3.high	
Chr03	17775000	0.372048	3.high	
Chr03	17825000	0.202602	2.mid	
Chr03	17875000	0.229642	2.mid	
Chr03	17925000	0.180520	2.mid	
Chr03	17975000	0.263799	2.mid	
Chr03	18025000	0.242741	2.mid	
Chr03	18075000	0.394027	3.high	
Chr03	18125000	0.270310	3.high	
Chr03	18175000	0.143868	3.high	
Chr03	18225000	0.300834	3.high	
Chr03	18275000	0.419695	3.high	
Chr03	18325000	0.278715	3.high	
Chr03	18375000	0.237258	2.mid	
Chr03	18425000	0.189131	2.mid	
Chr03	18475000	0.263482	2.mid	
Chr03	18525000	0.246878	2.mid	
Chr03	18575000	0.142042	2.mid	
Chr03	18625000	0.250572	2.mid	
Chr03	18675000	0.138953	2.mid	
Chr03	18725000	0.225356	2.mid	
Chr03	18775000	0.186908	2.mid	
Chr03	18825000	0.185971	2.mid	
Chr03	18875000	0.183411	2.mid	
Chr03	18925000	0.168538	2.mid	
Chr03	18975000	0.182235	2.mid	
Chr03	19025000	0.088385	1.low	
Chr03	19075000	0.149093	1.low	
Chr03	19125000	0.082884	1.low	
Chr03	19175000	0.107250	1.low	
Chr03	19225000	0.072444	1.low	
Chr03	19275000	0.094731	1.low	
Chr03	19325000	0.201332	1.low	
Chr03	19375000	0.123736	1.low	
Chr03	19425000	0.233049	2.mid	
Chr03	19475000	0.181034	2.mid	
Chr03	19525000	0.086705	1.low	
Chr03	19575000	0.133416	1.low	
Chr03	19625000	0.176442	1.low	
Chr03	19675000	0.140391	1.low	
Chr03	19725000	0.214360	2.mid	
Chr03	19775000	0.225054	2.mid	
Chr03	19825000	0.087743	1.low	
Chr03	19875000	0.169491	1.low	
Chr03	19925000	0.175177	1.low	
Chr03	19975000	0.126377	1.low	
Chr03	20025000	0.114114	1.low	
Chr03	20075000	0.139294	1.low	
Chr03	20125000	0.111010	1.low	
Chr03	20175000	0.151587	1.low	
Chr03	20225000	0.125696	1.low	
Chr03	20275000	0.171468	1.low	
Chr03	20325000	0.097737	1.low	
Chr03	20375000	0.116959	1.low	
Chr03	20425000	0.096847	1.low	
Chr03	20475000	0.108360	1.low	
Chr03	20525000	0.111028	1.low	
Chr03	20575000	0.094886	1.low	
Chr03	20625000	0.108035	1.low	
Chr03	20675000	0.098594	1.low	
Chr03	20725000	0.130607	1.low	
Chr03	20775000	0.100009	1.low	
Chr03	20825000	0.139868	1.low	
Chr03	20875000	0.192160	1.low	
Chr03	20925000	0.126553	1.low	
Chr03	20975000	0.122732	1.low	
Chr03	21025000	0.096958	1.low	
Chr03	21075000	0.085083	1.low	
Chr03	21125000	0.154448	1.low	
Chr03	21175000	0.105468	1.low	
Chr03	21225000	0.127612	1.low	
Chr03	21275000	0.198127	1.low	
Chr03	21325000	0.129652	1.low	
Chr03	21375000	0.104818	1.low	
Chr03	21425000	0.134089	1.low	
Chr03	21475000	0.136848	1.low	
Chr03	21525000	0.164613	1.low	
Chr03	21575000	0.201517	1.low	
Chr03	21625000	0.200360	1.low	
Chr03	21675000	0.174853	1.low	
Chr03	21725000	0.102543	1.low	
Chr03	21775000	0.182822	1.low	
Chr04	75000	0.332572	3.high	
Chr04	125000	0.315866	3.high	
Chr04	175000	0.225701	3.high	
Chr04	225000	0.212513	3.high	
Chr04	275000	0.306732	3.high	
Chr04	325000	0.306892	3.high	
Chr04	375000	0.214988	3.high	
Chr04	425000	0.316784	3.high	
Chr04	475000	0.217719	2.mid	
Chr04	525000	0.122486	1.low	
Chr04	575000	0.145902	1.low	
Chr04	625000	0.068698	1.low	
Chr04	675000	0.120919	1.low	
Chr04	725000	0.182604	2.mid	
Chr04	775000	0.211501	2.mid	
Chr04	825000	0.264572	2.mid	
Chr04	875000	0.218424	2.mid	
Chr04	925000	0.102443	2.mid	
Chr04	975000	0.183387	2.mid	
Chr04	1025000	0.267707	2.mid	
Chr04	1075000	0.228346	2.mid	
Chr04	1125000	0.151272	1.low	
Chr04	1175000	0.118509	1.low	
Chr04	1225000	0.100903	1.low	
Chr04	1275000	0.075468	1.low	
Chr04	1325000	0.140207	1.low	
Chr04	1375000	0.132230	1.low	
Chr04	1425000	0.173245	1.low	
Chr04	1475000	0.158560	1.low	
Chr04	1525000	0.138048	1.low	
Chr04	1575000	0.087482	1.low	
Chr04	1625000	0.083698	1.low	
Chr04	1675000	0.158300	1.low	
Chr04	1725000	0.105960	1.low	
Chr04	1775000	0.084347	1.low	
Chr04	1825000	0.119047	1.low	
Chr04	1875000	0.074004	1.low	
Chr04	1925000	0.101875	1.low	
Chr04	1975000	0.187102	1.low	
Chr04	2025000	0.147904	1.low	
Chr04	2075000	0.125387	1.low	
Chr04	2125000	0.123628	1.low	
Chr04	2175000	0.134717	1.low	
Chr04	2225000	0.091775	1.low	
Chr04	2275000	0.182975	2.mid	
Chr04	2325000	0.273163	3.high	
Chr04	2375000	0.308955	3.high	
Chr04	2425000	0.302713	3.high	
Chr04	2475000	0.342944	3.high	
Chr04	2525000	0.279861	3.high	
Chr04	2575000	0.157512	3.high	
Chr04	2625000	0.296862	3.high	
Chr04	2675000	0.187999	3.high	
Chr04	2725000	0.268972	3.high	
Chr04	2775000	0.318697	3.high	
Chr04	2825000	0.211817	3.high	
Chr04	2875000	0.267382	3.high	
Chr04	2925000	0.303563	3.high	
Chr04	2975000	0.311345	3.high	
Chr04	3025000	0.151385	2.mid	
Chr04	3075000	0.143481	2.mid	
Chr04	3125000	0.201298	2.mid	
Chr04	3175000	0.298756	2.mid	
Chr04	3225000	0.225246	2.mid	
Chr04	3275000	0.200055	2.mid	
Chr04	3325000	0.174411	2.mid	
Chr04	3375000	0.211034	2.mid	
Chr04	3425000	0.151274	2.mid	
Chr04	3475000	0.169827	2.mid	
Chr04	3525000	0.273355	2.mid	
Chr04	3575000	0.188560	2.mid	
Chr04	3625000	0.181229	2.mid	
Chr04	3675000	0.148885	2.mid	
Chr04	3725000	0.251756	2.mid	
Chr04	3775000	0.188296	2.mid	
Chr04	3825000	0.113404	1.low	
Chr04	3875000	0.176151	1.low	
Chr04	3925000	0.147765	1.low	
Chr04	3975000	0.175764	1.low	
Chr04	4025000	0.168511	1.low	
Chr04	4075000	0.114755	1.low	
Chr04	4125000	0.148860	1.low	
Chr04	4175000	0.093772	1.low	
Chr04	4225000	0.095287	1.low	
Chr04	4275000	0.113194	1.low	
Chr04	4325000	0.145652	1.low	
Chr04	4375000	0.148300	1.low	
Chr04	4425000	0.079467	1.low	
Chr04	4475000	0.271471	2.mid	
Chr04	4525000	0.118126	2.mid	
Chr04	4575000	0.166353	2.mid	
Chr04	4625000	0.179983	2.mid	
Chr04	4675000	0.198428	2.mid	
Chr04	4725000	0.135886	2.mid	
Chr04	4775000	0.191305	2.mid	
Chr04	4825000	0.155217	2.mid	
Chr04	4875000	0.301835	2.mid	
Chr04	4925000	0.170654	2.mid	
Chr04	4975000	0.153505	2.mid	
Chr04	5025000	0.195421	2.mid	
Chr04	5075000	0.188824	2.mid	
Chr04	5125000	0.120569	2.mid	
Chr04	5175000	0.280107	3.high	
Chr04	5225000	0.306586	3.high	
Chr04	5275000	0.313622	3.high	
Chr04	5325000	0.308544	3.high	
Chr04	5375000	0.336097	3.high	
Chr04	5425000	0.175856	2.mid	
Chr04	5475000	0.223195	2.mid	
Chr04	5525000	0.251010	2.mid	
Chr04	5575000	0.130139	1.low	
Chr04	5625000	0.132213	1.low	
Chr04	5675000	0.143306	1.low	
Chr04	5725000	0.202367	1.low	
Chr04	5775000	0.115406	1.low	
Chr04	5825000	0.063874	1.low	
Chr04	5875000	0.188209	1.low	
Chr04	5925000	0.063770	1.low	
Chr04	5975000	0.237011	2.mid	
Chr04	6025000	0.167944	2.mid	
Chr04	6075000	0.197682	2.mid	
Chr04	6125000	0.354622	3.high	
Chr04	6175000	0.252220	2.mid	
Chr04	6225000	0.154414	2.mid	
Chr04	6275000	0.269301	2.mid	
Chr04	6325000	0.281550	2.mid	
Chr04	6375000	0.184885	2.mid	
Chr04	6425000	0.249033	2.mid	
Chr04	6475000	0.139002	2.mid	
Chr04	6525000	0.200397	2.mid	
Chr04	6575000	0.227782	2.mid	
Chr04	6625000	0.244978	2.mid	
Chr04	6675000	0.250603	2.mid	
Chr04	6725000	0.237784	2.mid	
Chr04	6775000	0.212883	2.mid	
Chr04	6825000	0.320912	2.mid	
Chr04	6875000	0.280826	2.mid	
Chr04	6925000	0.173875	2.mid	
Chr04	6975000	0.263583	2.mid	
Chr04	7025000	0.238675	2.mid	
Chr04	7075000	0.092393	1.low	
Chr04	7125000	0.144439	1.low	
Chr04	7175000	0.145790	1.low	
Chr04	7225000	0.120438	1.low	
Chr04	7275000	0.119510	1.low	
Chr04	7325000	0.282040	2.mid	
Chr04	7375000	0.148915	2.mid	
Chr04	7425000	0.161105	2.mid	
Chr04	7475000	0.138706	2.mid	
Chr04	7525000	0.188522	2.mid	
Chr04	7575000	0.247367	2.mid	
Chr04	7625000	0.280692	2.mid	
Chr04	7675000	0.193486	2.mid	
Chr04	7725000	0.272711	2.mid	
Chr04	7775000	0.228078	2.mid	
Chr04	7825000	0.231281	2.mid	
Chr04	7875000	0.181623	2.mid	
Chr04	7925000	0.276324	3.high	
Chr04	7975000	0.444114	3.high	
Chr04	8025000	0.372148	3.high	
Chr04	8075000	0.245577	2.mid	
Chr04	8125000	0.247063	2.mid	
Chr04	8175000	0.220273	2.mid	
Chr04	8225000	0.165570	1.low	
Chr04	8275000	0.139070	1.low	
Chr04	8325000	0.100612	1.low	
Chr04	8375000	0.149970	1.low	
Chr04	8425000	0.185024	2.mid	
Chr04	8475000	0.175967	2.mid	
Chr04	8525000	0.235133	2.mid	
Chr04	8575000	0.139057	2.mid	
Chr04	8625000	0.259684	2.mid	
Chr04	8675000	0.393727	3.high	
Chr04	8725000	0.302227	3.high	
Chr04	8775000	0.331162	3.high	
Chr04	8825000	0.126138	2.mid	
Chr04	8875000	0.144960	2.mid	
Chr04	8925000	0.207889	2.mid	
Chr04	8975000	0.184269	2.mid	
Chr04	9025000	0.156116	2.mid	
Chr04	9075000	0.126908	2.mid	
Chr04	9125000	0.219681	2.mid	
Chr04	9175000	0.244645	2.mid	
Chr04	9225000	0.165621	2.mid	
Chr04	9275000	0.212467	2.mid	
Chr04	9325000	0.232427	2.mid	
Chr04	9375000	0.399985	3.high	
Chr04	9425000	0.473091	3.high	
Chr04	9475000	0.179574	2.mid	
Chr04	9525000	0.260617	2.mid	
Chr04	9575000	0.243861	2.mid	
Chr04	9625000	0.274988	2.mid	
Chr04	9675000	0.293694	2.mid	
Chr04	9725000	0.125516	1.low	
Chr04	9775000	0.142579	1.low	
Chr04	9825000	0.070335	1.low	
Chr04	9875000	0.119133	1.low	
Chr04	9925000	0.061092	1.low	
Chr04	9975000	0.169311	1.low	
Chr04	10025000	0.195782	1.low	
Chr04	10075000	0.076240	1.low	
Chr04	10125000	0.063436	1.low	
Chr04	10175000	0.065553	1.low	
Chr04	10225000	0.328913	3.high	
Chr04	10275000	0.390882	3.high	
Chr04	10325000	0.157364	2.mid	
Chr04	10375000	0.190802	2.mid	
Chr04	10425000	0.158862	2.mid	
Chr04	10475000	0.164629	2.mid	
Chr04	10525000	0.204634	2.mid	
Chr04	10575000	0.137009	2.mid	
Chr04	10625000	0.242135	2.mid	
Chr04	10675000	0.166710	2.mid	
Chr04	10725000	0.244894	2.mid	
Chr04	10775000	0.173359	1.low	
Chr04	10825000	0.118550	1.low	
Chr04	10875000	0.153962	1.low	
Chr04	10925000	0.140854	1.low	
Chr04	10975000	0.197648	2.mid	
Chr04	11025000	0.144795	2.mid	
Chr04	11075000	0.249789	2.mid	
Chr04	11125000	0.178770	2.mid	
Chr04	11175000	0.335905	3.high	
Chr04	11225000	0.342227	3.high	
Chr04	11275000	0.273570	3.high	
Chr04	11325000	0.395068	3.high	
Chr04	11375000	0.481324	3.high	
Chr04	11425000	0.227113	2.mid	
Chr04	11475000	0.220845	2.mid	
Chr04	11525000	0.158396	2.mid	
Chr04	11575000	0.267055	2.mid	
Chr04	11625000	0.355930	3.high	
Chr04	11675000	0.181068	2.mid	
Chr04	11725000	0.259762	2.mid	
Chr04	11775000	0.195023	2.mid	
Chr04	11825000	0.252516	2.mid	
Chr04	11875000	0.111411	1.low	
Chr04	11925000	0.187338	1.low	
Chr04	11975000	0.191480	1.low	
Chr04	12025000	0.170643	1.low	
Chr04	12075000	0.176945	1.low	
Chr04	12125000	0.102057	1.low	
Chr04	12175000	0.076276	1.low	
Chr04	12225000	0.178805	2.mid	
Chr04	12275000	0.205860	2.mid	
Chr04	12325000	0.187899	2.mid	
Chr04	12375000	0.153518	2.mid	
Chr04	12425000	0.228297	2.mid	
Chr04	12475000	0.229604	2.mid	
Chr04	12575000	0.121359	2.mid	
Chr04	12625000	0.126106	2.mid	
Chr04	12675000	0.242815	2.mid	
Chr04	12725000	0.183965	2.mid	
Chr04	12775000	0.214939	2.mid	
Chr04	12825000	0.181397	2.mid	
Chr04	12875000	0.102133	1.low	
Chr04	12925000	0.142444	1.low	
Chr04	12975000	0.168069	1.low	
Chr04	13025000	0.030921	1.low	
Chr04	13175000	0.186549	1.low	
Chr04	13225000	0.219709	1.low	
Chr04	13275000	0.112007	1.low	
Chr04	13325000	0.129221	1.low	
Chr04	13475000	0.159110	1.low	
Chr04	13525000	0.056521	1.low	
Chr04	13575000	0.144510	1.low	
Chr04	13625000	0.133121	1.low	
Chr04	13675000	0.098903	1.low	
Chr04	13725000	0.339705	2.mid	
Chr04	13775000	0.123640	1.low	
Chr04	13825000	0.062574	1.low	
Chr04	13875000	0.105379	1.low	
Chr04	13925000	0.129608	1.low	
Chr04	13975000	0.092105	1.low	
Chr04	14225000	0.127100	1.low	
Chr04	14275000	0.118774	1.low	
Chr04	14325000	0.141263	1.low	
Chr04	14375000	0.095515	1.low	
Chr04	14425000	0.104522	1.low	
Chr04	14475000	0.108798	1.low	
Chr04	14525000	0.121606	1.low	
Chr04	14575000	0.213499	2.mid	
Chr04	14625000	0.199612	2.mid	
Chr04	14675000	0.271924	3.high	
Chr04	14725000	0.296957	3.high	
Chr04	14775000	0.307641	3.high	
Chr04	14825000	0.357628	3.high	
Chr04	14875000	0.326347	3.high	
Chr04	14925000	0.299440	3.high	
Chr04	14975000	0.226539	3.high	
Chr04	15075000	0.300524	3.high	
Chr04	15125000	0.241483	3.high	
Chr04	15175000	0.305067	3.high	
Chr04	15225000	0.214981	2.mid	
Chr04	15275000	0.201744	2.mid	
Chr04	15325000	0.278271	2.mid	
Chr04	15375000	0.193739	2.mid	
Chr04	15425000	0.282914	3.high	
Chr04	15475000	0.364604	3.high	
Chr04	15525000	0.247849	2.mid	
Chr04	15575000	0.162751	2.mid	
Chr04	15625000	0.249904	2.mid	
Chr04	15675000	0.218174	2.mid	
Chr04	15725000	0.164913	2.mid	
Chr04	15775000	0.133197	2.mid	
Chr04	15825000	0.235171	2.mid	
Chr04	15875000	0.117094	1.low	
Chr04	15925000	0.181047	1.low	
Chr04	15975000	0.164091	1.low	
Chr04	16025000	0.154274	1.low	
Chr04	16075000	0.171527	1.low	
Chr04	16125000	0.189873	1.low	
Chr04	16175000	0.114989	1.low	
Chr04	16225000	0.238261	2.mid	
Chr04	16275000	0.264749	2.mid	
Chr04	16325000	0.127355	2.mid	
Chr04	16375000	0.154608	2.mid	
Chr04	16425000	0.167148	2.mid	
Chr04	16475000	0.206099	2.mid	
Chr04	16525000	0.342306	3.high	
Chr04	16575000	0.260663	2.mid	
Chr04	16625000	0.228258	2.mid	
Chr04	16675000	0.188358	2.mid	
Chr04	16725000	0.238751	2.mid	
Chr04	16775000	0.195474	2.mid	
Chr04	16825000	0.319927	3.high	
Chr04	16875000	0.488987	3.high	
Chr04	16925000	0.428448	3.high	
Chr04	16975000	0.431123	3.high	
Chr04	17025000	0.334090	3.high	
Chr04	17075000	0.245898	3.high	
Chr04	17125000	0.251567	3.high	
Chr04	17175000	0.323998	3.high	
Chr04	17225000	0.260656	3.high	
Chr04	17275000	0.171710	3.high	
Chr04	17325000	0.338143	3.high	
Chr04	17375000	0.196281	2.mid	
Chr04	17425000	0.128230	2.mid	
Chr04	17475000	0.297683	2.mid	
Chr04	17525000	0.246873	2.mid	
Chr04	17575000	0.296000	2.mid	
Chr04	17625000	0.277504	2.mid	
Chr04	17675000	0.228540	2.mid	
Chr04	17725000	0.285312	2.mid	
Chr04	17775000	0.186612	2.mid	
Chr04	17825000	0.205972	2.mid	
Chr04	17875000	0.206515	2.mid	
Chr04	17925000	0.144658	2.mid	
Chr04	17975000	0.172183	2.mid	
Chr04	18025000	0.209055	2.mid	
Chr04	18075000	0.218359	2.mid	
Chr04	18125000	0.162474	2.mid	
Chr04	18175000	0.131407	2.mid	
Chr04	18225000	0.186199	2.mid	
Chr04	18275000	0.247754	2.mid	
Chr04	18325000	0.250922	2.mid	
Chr04	18375000	0.170255	2.mid	
Chr04	18425000	0.191854	2.mid	
Chr04	18475000	0.186649	2.mid	
Chr04	18525000	0.235656	2.mid	
Chr04	18575000	0.133008	2.mid	
Chr04	18625000	0.148098	2.mid	
Chr04	18675000	0.256832	2.mid	
Chr04	18725000	0.290924	2.mid	
Chr04	18775000	0.272917	2.mid	
Chr04	18825000	0.205847	2.mid	
Chr04	18875000	0.113281	2.mid	
Chr04	18925000	0.262040	2.mid	
Chr04	18975000	0.122365	2.mid	
Chr04	19025000	0.159446	2.mid	
Chr04	19075000	0.197390	2.mid	
Chr04	19125000	0.142904	2.mid	
Chr04	19175000	0.169534	2.mid	
Chr04	19225000	0.210292	2.mid	
