chr	pos	fst
Chr03	21775000	0.182822
Chr04	75000	0.332572
Chr04	125000	0.315866
Chr04	175000	0.225701
Chr04	225000	0.212513
Chr04	275000	0.306732
Chr04	325000	0.306892
Chr04	375000	0.214988
Chr04	425000	0.316784
Chr04	475000	0.217719
Chr04	525000	0.122486
Chr04	575000	0.145902
Chr04	625000	0.068698
Chr04	675000	0.120919
Chr04	725000	0.182604
Chr04	775000	0.211501
Chr04	825000	0.264572
Chr04	875000	0.218424
Chr04	925000	0.102443
Chr04	975000	0.183387
Chr04	1025000	0.267707
Chr04	1075000	0.228346
Chr04	1125000	0.151272
Chr04	1175000	0.118509
Chr04	1225000	0.100903
Chr04	1275000	0.075468
Chr04	1325000	0.140207
Chr04	1375000	0.132230
Chr04	1425000	0.173245
Chr04	1475000	0.158560
Chr04	1525000	0.138048
Chr04	1575000	0.087482
Chr04	1625000	0.083698
Chr04	1675000	0.158300
Chr04	1725000	0.105960
Chr04	1775000	0.084347
Chr04	1825000	0.119047
Chr04	1875000	0.074004
Chr04	1925000	0.101875
Chr04	1975000	0.187102
Chr04	2025000	0.147904
Chr04	2075000	0.125387
Chr04	2125000	0.123628
Chr04	2175000	0.134717
Chr04	2225000	0.091775
Chr04	2275000	0.182975
Chr04	2325000	0.273163
Chr04	2375000	0.308955
Chr04	2425000	0.302713
Chr04	2475000	0.342944
Chr04	2525000	0.279861
Chr04	2575000	0.157512
Chr04	2625000	0.296862
Chr04	2675000	0.187999
Chr04	2725000	0.268972
Chr04	2775000	0.318697
Chr04	2825000	0.211817
Chr04	2875000	0.267382
Chr04	2925000	0.303563
Chr04	2975000	0.311345
Chr04	3025000	0.151385
Chr04	3075000	0.143481
Chr04	3125000	0.201298
Chr04	3175000	0.298756
Chr04	3225000	0.225246
Chr04	3275000	0.200055
Chr04	3325000	0.174411
Chr04	3375000	0.211034
Chr04	3425000	0.151274
Chr04	3475000	0.169827
Chr04	3525000	0.273355
Chr04	3575000	0.188560
Chr04	3625000	0.181229
Chr04	3675000	0.148885
Chr04	3725000	0.251756
Chr04	3775000	0.188296
Chr04	3825000	0.113404
Chr04	3875000	0.176151
Chr04	3925000	0.147765
Chr04	3975000	0.175764
Chr04	4025000	0.168511
Chr04	4075000	0.114755
Chr04	4125000	0.148860
Chr04	4175000	0.093772
Chr04	4225000	0.095287
Chr04	4275000	0.113194
Chr04	4325000	0.145652
Chr04	4375000	0.148300
Chr04	4425000	0.079467
Chr04	4475000	0.271471
Chr04	4525000	0.118126
Chr04	4575000	0.166353
Chr04	4625000	0.179983
Chr04	4675000	0.198428
Chr04	4725000	0.135886
Chr04	4775000	0.191305
Chr04	4825000	0.155217
Chr04	4875000	0.301835
Chr04	4925000	0.170654
Chr04	4975000	0.153505
Chr04	5025000	0.195421
Chr04	5075000	0.188824
Chr04	5125000	0.120569
Chr04	5175000	0.280107
Chr04	5225000	0.306586
Chr04	5275000	0.313622
Chr04	5325000	0.308544
Chr04	5375000	0.336097
Chr04	5425000	0.175856
Chr04	5475000	0.223195
Chr04	5525000	0.251010
Chr04	5575000	0.130139
Chr04	5625000	0.132213
Chr04	5675000	0.143306
Chr04	5725000	0.202367
Chr04	5775000	0.115406
Chr04	5825000	0.063874
Chr04	5875000	0.188209
Chr04	5925000	0.063770
Chr04	5975000	0.237011
Chr04	6025000	0.167944
Chr04	6075000	0.197682
Chr04	6125000	0.354622
Chr04	6175000	0.252220
Chr04	6225000	0.154414
Chr04	6275000	0.269301
Chr04	6325000	0.281550
Chr04	6375000	0.184885
Chr04	6425000	0.249033
Chr04	6475000	0.139002
Chr04	6525000	0.200397
Chr04	6575000	0.227782
Chr04	6625000	0.244978
Chr04	6675000	0.250603
Chr04	6725000	0.237784
Chr04	6775000	0.212883
Chr04	6825000	0.320912
Chr04	6875000	0.280826
Chr04	6925000	0.173875
Chr04	6975000	0.263583
Chr04	7025000	0.238675
Chr04	7075000	0.092393
Chr04	7125000	0.144439
Chr04	7175000	0.145790
Chr04	7225000	0.120438
Chr04	7275000	0.119510
Chr04	7325000	0.282040
Chr04	7375000	0.148915
Chr04	7425000	0.161105
Chr04	7475000	0.138706
Chr04	7525000	0.188522
Chr04	7575000	0.247367
Chr04	7625000	0.280692
Chr04	7675000	0.193486
Chr04	7725000	0.272711
Chr04	7775000	0.228078
Chr04	7825000	0.231281
Chr04	7875000	0.181623
Chr04	7925000	0.276324
Chr04	7975000	0.444114
Chr04	8025000	0.372148
Chr04	8075000	0.245577
Chr04	8125000	0.247063
Chr04	8175000	0.220273
Chr04	8225000	0.165570
Chr04	8275000	0.139070
Chr04	8325000	0.100612
Chr04	8375000	0.149970
Chr04	8425000	0.185024
Chr04	8475000	0.175967
Chr04	8525000	0.235133
Chr04	8575000	0.139057
Chr04	8625000	0.259684
Chr04	8675000	0.393727
Chr04	8725000	0.302227
Chr04	8775000	0.331162
Chr04	8825000	0.126138
Chr04	8875000	0.144960
Chr04	8925000	0.207889
Chr04	8975000	0.184269
Chr04	9025000	0.156116
Chr04	9075000	0.126908
Chr04	9125000	0.219681
Chr04	9175000	0.244645
Chr04	9225000	0.165621
Chr04	9275000	0.212467
Chr04	9325000	0.232427
Chr04	9375000	0.399985
Chr04	9425000	0.473091
Chr04	9475000	0.179574
Chr04	9525000	0.260617
Chr04	9575000	0.243861
Chr04	9625000	0.274988
Chr04	9675000	0.293694
Chr04	9725000	0.125516
Chr04	9775000	0.142579
Chr04	9825000	0.070335
Chr04	9875000	0.119133
Chr04	9925000	0.061092
Chr04	9975000	0.169311
Chr04	10025000	0.195782
Chr04	10075000	0.076240
Chr04	10125000	0.063436
Chr04	10175000	0.065553
Chr04	10225000	0.328913
Chr04	10275000	0.390882
Chr04	10325000	0.157364
Chr04	10375000	0.190802
Chr04	10425000	0.158862
Chr04	10475000	0.164629
Chr04	10525000	0.204634
Chr04	10575000	0.137009
Chr04	10625000	0.242135
Chr04	10675000	0.166710
Chr04	10725000	0.244894
Chr04	10775000	0.173359
Chr04	10825000	0.118550
Chr04	10875000	0.153962
Chr04	10925000	0.140854
Chr04	10975000	0.197648
Chr04	11025000	0.144795
Chr04	11075000	0.249789
Chr04	11125000	0.178770
Chr04	11175000	0.335905
Chr04	11225000	0.342227
Chr04	11275000	0.273570
Chr04	11325000	0.395068
Chr04	11375000	0.481324
Chr04	11425000	0.227113
Chr04	11475000	0.220845
Chr04	11525000	0.158396
Chr04	11575000	0.267055
Chr04	11625000	0.355930
Chr04	11675000	0.181068
Chr04	11725000	0.259762
Chr04	11775000	0.195023
Chr04	11825000	0.252516
Chr04	11875000	0.111411
Chr04	11925000	0.187338
Chr04	11975000	0.191480
Chr04	12025000	0.170643
Chr04	12075000	0.176945
Chr04	12125000	0.102057
Chr04	12175000	0.076276
Chr04	12225000	0.178805
Chr04	12275000	0.205860
Chr04	12325000	0.187899
Chr04	12375000	0.153518
Chr04	12425000	0.228297
Chr04	12475000	0.229604
Chr04	12575000	0.121359
Chr04	12625000	0.126106
Chr04	12675000	0.242815
Chr04	12725000	0.183965
Chr04	12775000	0.214939
Chr04	12825000	0.181397
Chr04	12875000	0.102133
Chr04	12925000	0.142444
Chr04	12975000	0.168069
Chr04	13025000	0.030921
Chr04	13175000	0.186549
Chr04	13225000	0.219709
Chr04	13275000	0.112007
Chr04	13325000	0.129221
Chr04	13475000	0.159110
Chr04	13525000	0.056521
Chr04	13575000	0.144510
Chr04	13625000	0.133121
Chr04	13675000	0.098903
Chr04	13725000	0.339705
Chr04	13775000	0.123640
Chr04	13825000	0.062574
Chr04	13875000	0.105379
Chr04	13925000	0.129608
Chr04	13975000	0.092105
Chr04	14225000	0.127100
Chr04	14275000	0.118774
Chr04	14325000	0.141263
Chr04	14375000	0.095515
Chr04	14425000	0.104522
Chr04	14475000	0.108798
Chr04	14525000	0.121606
Chr04	14575000	0.213499
Chr04	14625000	0.199612
Chr04	14675000	0.271924
Chr04	14725000	0.296957
Chr04	14775000	0.307641
Chr04	14825000	0.357628
Chr04	14875000	0.326347
Chr04	14925000	0.299440
Chr04	14975000	0.226539
Chr04	15075000	0.300524
Chr04	15125000	0.241483
Chr04	15175000	0.305067
Chr04	15225000	0.214981
Chr04	15275000	0.201744
Chr04	15325000	0.278271
Chr04	15375000	0.193739
Chr04	15425000	0.282914
Chr04	15475000	0.364604
Chr04	15525000	0.247849
Chr04	15575000	0.162751
Chr04	15625000	0.249904
Chr04	15675000	0.218174
Chr04	15725000	0.164913
Chr04	15775000	0.133197
Chr04	15825000	0.235171
Chr04	15875000	0.117094
Chr04	15925000	0.181047
Chr04	15975000	0.164091
Chr04	16025000	0.154274
Chr04	16075000	0.171527
Chr04	16125000	0.189873
Chr04	16175000	0.114989
Chr04	16225000	0.238261
Chr04	16275000	0.264749
Chr04	16325000	0.127355
Chr04	16375000	0.154608
Chr04	16425000	0.167148
Chr04	16475000	0.206099
Chr04	16525000	0.342306
Chr04	16575000	0.260663
Chr04	16625000	0.228258
Chr04	16675000	0.188358
Chr04	16725000	0.238751
Chr04	16775000	0.195474
Chr04	16825000	0.319927
Chr04	16875000	0.488987
Chr04	16925000	0.428448
Chr04	16975000	0.431123
Chr04	17025000	0.334090
Chr04	17075000	0.245898
Chr04	17125000	0.251567
Chr04	17175000	0.323998
Chr04	17225000	0.260656
Chr04	17275000	0.171710
Chr04	17325000	0.338143
Chr04	17375000	0.196281
Chr04	17425000	0.128230
Chr04	17475000	0.297683
Chr04	17525000	0.246873
Chr04	17575000	0.296000
Chr04	17625000	0.277504
Chr04	17675000	0.228540
Chr04	17725000	0.285312
Chr04	17775000	0.186612
Chr04	17825000	0.205972
Chr04	17875000	0.206515
Chr04	17925000	0.144658
Chr04	17975000	0.172183
Chr04	18025000	0.209055
Chr04	18075000	0.218359
Chr04	18125000	0.162474
Chr04	18175000	0.131407
Chr04	18225000	0.186199
Chr04	18275000	0.247754
Chr04	18325000	0.250922
Chr04	18375000	0.170255
Chr04	18425000	0.191854
Chr04	18475000	0.186649
Chr04	18525000	0.235656
Chr04	18575000	0.133008
Chr04	18625000	0.148098
Chr04	18675000	0.256832
Chr04	18725000	0.290924
Chr04	18775000	0.272917
Chr04	18825000	0.205847
Chr04	18875000	0.113281
Chr04	18925000	0.262040
Chr04	18975000	0.122365
Chr04	19025000	0.159446
Chr04	19075000	0.197390
Chr04	19125000	0.142904
Chr04	19175000	0.169534
Chr04	19225000	0.210292
Chr04	19275000	0.111528
Chr04	19325000	0.140633
Chr04	19375000	0.171025
Chr04	19425000	0.294203
Chr04	19475000	0.271861
Chr04	19525000	0.200052
Chr04	19575000	0.135685
Chr04	19625000	0.189159
Chr04	19675000	0.226461
Chr04	19725000	0.257943
Chr04	19775000	0.202653
Chr04	19825000	0.258585
Chr04	19875000	0.339918
Chr04	19925000	0.272057
Chr04	19975000	0.156288
Chr04	20025000	0.229579
Chr04	20075000	0.234665
Chr04	20125000	0.240761
Chr04	20175000	0.183808
Chr04	20225000	0.200766
Chr04	20275000	0.315265
Chr04	20325000	0.379720
Chr04	20375000	0.188452
Chr04	20425000	0.107290
Chr04	20475000	0.093281
Chr04	20525000	0.103807
Chr04	20575000	0.125555
Chr04	20625000	0.124411
Chr04	20675000	0.105436
Chr04	20725000	0.115911
Chr04	20775000	0.112467
Chr04	20825000	0.083318
Chr04	20875000	0.093582
Chr04	20925000	0.104122
Chr04	20975000	0.122109
Chr04	21025000	0.101692
Chr04	21075000	0.118798
Chr04	21125000	0.127302
Chr04	21175000	0.178534
Chr04	21225000	0.257852
Chr04	21275000	0.375550
Chr04	21325000	0.216139
Chr04	21375000	0.202538
Chr04	21425000	0.164163
Chr04	21475000	0.177381
Chr04	21525000	0.192937
Chr04	21575000	0.186344
Chr04	21625000	0.238348
Chr04	21675000	0.266428
Chr04	21725000	0.122142
Chr04	21775000	0.178314
Chr04	21825000	0.171466
Chr04	21875000	0.171155
Chr04	21925000	0.214672
Chr04	21975000	0.167351
Chr04	22025000	0.099476
Chr04	22075000	0.113104
Chr04	22125000	0.114210
Chr04	22175000	0.159886
Chr04	22225000	0.113801
Chr04	22275000	0.132368
Chr04	22325000	0.140814
Chr04	22375000	0.127997
Chr04	22425000	0.128601
Chr04	22475000	0.181389
Chr04	22525000	0.171350
Chr04	22575000	0.160919
Chr04	22625000	0.299596
Chr04	22675000	0.236971
Chr04	22725000	0.163994
Chr04	22775000	0.153526
Chr04	22825000	0.131671
Chr04	22875000	0.312829
Chr04	22925000	0.418872
Chr04	22975000	0.252147
Chr04	23025000	0.170456
Chr04	23075000	0.184942
Chr04	23125000	0.218390
Chr04	23175000	0.231014
Chr04	23225000	0.142155
Chr04	23275000	0.215328
Chr04	23325000	0.110308
Chr04	23375000	0.124157
Chr04	23425000	0.214898
Chr04	23475000	0.210681
Chr04	23525000	0.177845
Chr04	23575000	0.206000
Chr04	23625000	0.162943
Chr04	23675000	0.118728
Chr04	23725000	0.115517
Chr04	23775000	0.160357
Chr04	23825000	0.113511
Chr04	23875000	0.109571
Chr04	23925000	0.106061
Chr04	23975000	0.126042
Chr04	24025000	0.217951
Chr04	24075000	0.200417
Chr04	24125000	0.476750
Chr04	24175000	0.551194
Chr04	24225000	0.506065
Chr05	75000	0.111451
Chr05	125000	0.175600
Chr05	175000	0.158165
Chr05	225000	0.121303
Chr05	275000	0.159334
Chr05	325000	0.148684
Chr05	375000	0.142680
Chr05	425000	0.107925
Chr05	475000	0.119077
Chr05	525000	0.099720
Chr05	575000	0.171376
Chr05	625000	0.146944
Chr05	675000	0.104989
Chr05	725000	0.111847
Chr05	775000	0.087786
Chr05	825000	0.093743
Chr05	875000	0.091647
Chr05	925000	0.135130
Chr05	975000	0.098485
Chr05	1025000	0.089259
Chr05	1075000	0.102584
Chr05	1125000	0.087425
Chr05	1175000	0.077808
Chr05	1225000	0.134046
Chr05	1275000	0.107202
Chr05	1325000	0.072927
Chr05	1375000	0.082542
Chr05	1425000	0.102042
Chr05	1475000	0.070548
Chr05	1525000	0.103494
Chr05	1575000	0.120527
Chr05	1625000	0.147460
Chr05	1675000	0.155792
Chr05	1725000	0.181202
Chr05	1775000	0.145206
Chr05	1825000	0.133980
Chr05	1875000	0.168474
Chr05	1925000	0.196864
Chr05	1975000	0.198729
Chr05	2025000	0.147926
Chr05	2075000	0.252449
Chr05	2125000	0.096645
Chr05	2175000	0.114676
Chr05	2225000	0.108282
Chr05	2275000	0.118089
Chr05	2325000	0.123924
Chr05	2375000	0.128919
Chr05	2425000	0.168303
Chr05	2475000	0.152037
Chr05	2525000	0.295480
Chr05	2575000	0.215072
Chr05	2625000	0.211318
Chr05	2675000	0.235359
Chr05	2725000	0.177692
Chr05	2775000	0.096838
Chr05	2825000	0.088620
Chr05	2875000	0.097763
Chr05	2925000	0.128704
Chr05	2975000	0.113538
Chr05	3025000	0.130819
Chr05	3075000	0.167162
Chr05	3125000	0.149701
Chr05	3175000	0.152013
Chr05	3225000	0.165533
Chr05	3275000	0.148778
Chr05	3325000	0.209311
Chr05	3375000	0.173731
Chr05	3425000	0.212544
Chr05	3475000	0.201728
Chr05	3525000	0.208839
Chr05	3575000	0.218368
Chr05	3625000	0.190304
Chr05	3675000	0.366104
Chr05	3725000	0.227601
Chr05	3775000	0.158202
Chr05	3825000	0.146264
Chr05	3875000	0.216615
Chr05	3925000	0.146502
Chr05	3975000	0.093421
Chr05	4025000	0.129270
Chr05	4075000	0.178789
Chr05	4125000	0.134850
Chr05	4175000	0.190896
Chr05	4225000	0.240185
Chr05	4275000	0.127906
Chr05	4325000	0.125927
Chr05	4375000	0.140848
Chr05	4425000	0.159541
Chr05	4475000	0.172058
Chr05	4525000	0.233007
Chr05	4575000	0.186300
Chr05	4625000	0.312740
Chr05	4675000	0.355263
Chr05	4725000	0.196707
Chr05	4775000	0.176242
Chr05	4825000	0.270476
Chr05	4875000	0.245927
Chr05	4925000	0.188522
Chr05	4975000	0.244568
Chr05	5025000	0.136173
Chr05	5075000	0.217975
Chr05	5125000	0.114236
Chr05	5175000	0.490759
Chr05	5225000	0.277342
Chr05	5275000	0.280639
Chr05	5325000	0.130861
Chr05	5375000	0.131449
Chr05	5425000	0.224843
Chr05	5475000	0.152902
Chr05	5525000	0.263318
Chr05	5575000	0.164420
Chr05	5625000	0.217988
Chr05	5675000	0.427921
Chr05	5725000	0.257920
Chr05	5775000	0.262027
Chr05	5825000	0.184176
Chr05	5875000	0.222877
Chr05	5925000	0.366978
Chr05	5975000	0.361238
Chr05	6025000	0.258453
Chr05	6075000	0.250953
Chr05	6125000	0.380271
Chr05	6175000	0.272864
Chr05	6225000	0.322983
Chr05	6275000	0.245951
Chr05	6325000	0.205525
Chr05	6375000	0.242320
Chr05	6425000	0.190585
Chr05	6475000	0.269047
Chr05	6525000	0.243675
Chr05	6575000	0.200214
Chr05	6625000	0.159157
Chr05	6675000	0.101766
Chr05	6725000	0.153106
Chr05	6775000	0.140149
Chr05	6825000	0.309669
Chr05	6875000	0.295089
Chr05	6925000	0.323748
Chr05	6975000	0.216598
Chr05	7025000	0.155122
Chr05	7075000	0.147836
Chr05	7125000	0.229913
Chr05	7175000	0.201783
Chr05	7225000	0.244798
Chr05	7275000	0.176780
Chr05	7325000	0.348404
Chr05	7375000	0.356471
Chr05	7425000	0.156374
Chr05	7475000	0.205640
Chr05	7525000	0.142145
Chr05	7575000	0.219693
Chr05	7625000	0.138834
Chr05	7675000	0.139334
Chr05	7725000	0.204747
Chr05	7775000	0.145969
Chr05	7825000	0.121543
Chr05	7875000	0.104422
Chr05	7925000	0.177664
Chr05	7975000	0.188684
Chr05	8025000	0.119209
Chr05	8075000	0.298930
Chr05	8125000	0.221531
Chr05	8175000	0.232316
Chr05	8225000	0.187178
Chr05	8275000	0.171176
Chr05	8325000	0.219073
Chr05	8375000	0.181601
Chr05	8425000	0.197869
Chr05	8475000	0.085545
Chr05	8525000	0.094221
Chr05	8575000	0.116261
Chr05	8625000	0.182934
Chr05	8675000	0.135960
Chr05	8725000	0.201090
Chr05	8775000	0.153032
Chr05	8825000	0.274483
Chr05	8875000	0.250307
Chr05	8925000	0.188645
Chr05	8975000	0.190657
Chr05	9025000	0.183103
Chr05	9075000	0.168137
Chr05	9125000	0.135537
Chr05	9175000	0.143842
Chr05	9225000	0.149438
Chr05	9275000	0.213361
Chr05	9325000	0.267911
Chr05	9375000	0.136514
Chr05	9425000	0.164858
Chr05	9475000	0.146119
Chr05	9525000	0.178671
Chr05	9575000	0.155038
Chr05	9625000	0.144185
Chr05	9675000	0.252733
Chr05	9725000	0.290183
Chr05	9775000	0.196783
Chr05	9825000	0.164149
Chr05	9875000	0.154441
Chr05	9925000	0.163907
Chr05	9975000	0.319871
Chr05	10025000	0.082950
Chr05	10075000	0.192943
Chr05	10125000	0.204311
Chr05	10175000	0.083454
Chr05	10225000	0.149026
Chr05	10275000	0.157435
Chr05	10325000	0.173839
Chr05	10375000	0.158910
Chr05	10425000	0.141212
Chr05	10475000	0.146360
Chr05	10525000	0.216531
Chr05	10575000	0.175553
Chr05	10625000	0.199201
Chr05	10675000	0.168908
Chr05	10725000	0.551338
Chr05	10775000	0.133526
Chr05	10825000	0.159050
Chr05	10875000	0.191078
Chr05	10925000	0.229044
Chr05	10975000	0.230758
Chr05	11025000	0.338023
Chr05	11075000	0.166591
Chr05	11125000	0.168406
Chr05	11175000	0.143922
Chr05	11225000	0.125627
Chr05	11275000	0.144511
Chr05	11325000	0.216936
Chr05	11375000	0.109759
Chr05	11425000	0.187277
Chr05	11475000	0.163875
Chr05	11525000	0.169062
Chr05	11575000	0.203013
Chr05	11625000	0.139149
Chr05	11675000	0.129392
Chr05	11725000	0.235492
Chr05	11775000	0.211540
Chr05	11825000	0.182847
Chr05	11875000	0.314741
Chr05	11925000	0.293020
Chr05	11975000	0.291720
Chr05	12025000	0.133709
Chr05	12075000	0.157006
Chr05	12125000	0.178972
Chr05	12175000	0.233528
Chr05	12225000	0.234408
Chr05	12275000	0.168403
Chr05	12325000	0.225310
Chr05	12375000	0.171075
Chr05	12425000	0.227255
Chr05	12475000	0.107627
Chr05	12525000	0.276314
Chr05	12575000	0.255466
Chr05	12625000	0.125573
Chr05	12675000	0.166932
Chr05	12725000	0.178452
Chr05	12775000	0.127840
Chr05	12825000	0.160850
Chr05	12875000	0.123042
Chr05	12925000	0.188356
Chr05	12975000	0.371624
Chr05	13025000	0.360045
Chr05	13075000	0.287510
Chr05	13125000	0.407538
Chr05	13175000	0.244836
Chr05	13225000	0.438226
Chr05	13275000	0.180017
Chr05	13325000	0.198064
Chr05	13375000	0.251866
Chr05	13425000	0.188174
Chr05	13475000	0.157837
Chr05	13525000	0.140719
Chr05	13575000	0.172456
Chr05	13625000	0.286295
Chr05	13675000	0.071700
Chr05	13725000	0.154362
Chr05	13825000	0.105072
Chr05	13875000	0.183610
Chr05	13925000	0.099934
Chr05	13975000	0.250640
Chr05	14025000	0.211958
Chr05	14125000	0.315322
Chr05	14175000	0.136677
Chr05	14225000	0.164979
Chr05	14275000	0.142040
Chr05	14325000	0.155504
Chr05	14375000	0.275180
Chr05	14425000	0.159707
Chr05	14475000	0.267796
Chr05	14525000	0.226102
Chr05	14575000	0.119788
Chr05	14625000	0.174553
Chr05	14675000	0.314145
Chr05	14725000	0.232659
Chr05	14775000	0.290025
Chr05	14825000	0.132355
Chr05	14925000	0.195973
Chr05	14975000	0.259737
Chr05	15025000	0.159335
Chr05	15075000	0.394739
Chr05	15125000	0.138953
Chr05	15175000	0.133047
Chr05	15275000	0.045492
Chr05	15325000	0.273895
Chr05	15375000	0.264495
Chr05	15425000	0.296167
Chr05	15475000	0.217452
Chr05	15525000	0.240144
Chr05	15575000	0.135702
Chr05	15625000	0.218311
Chr05	15675000	0.101735
Chr05	15725000	0.119652
Chr05	15775000	0.128379
Chr05	15825000	0.168841
Chr05	15875000	0.149325
Chr05	15925000	0.155480
Chr05	15975000	0.237319
Chr05	16025000	0.234056
Chr05	16075000	0.238425
Chr05	16125000	0.238653
Chr05	16175000	0.124217
Chr05	16225000	0.107039
Chr05	16275000	0.206701
Chr05	16325000	0.301657
Chr05	16375000	0.158929
Chr05	16425000	0.119440
Chr05	16475000	0.231039
Chr05	16525000	0.182402
Chr05	16575000	0.189307
Chr05	16625000	0.208454
Chr05	16675000	0.247238
Chr05	16725000	0.142463
Chr05	16775000	0.215266
Chr05	16825000	0.106903
Chr05	16875000	0.276096
Chr05	16925000	0.247869
Chr05	16975000	0.164683
Chr05	17025000	0.180493
Chr05	17075000	0.162628
Chr05	17125000	0.162533
Chr05	17175000	0.174937
Chr05	17225000	0.155749
Chr05	17275000	0.189981
Chr05	17325000	0.167702
Chr05	17375000	0.276396
Chr05	17425000	0.117545
Chr05	17475000	0.413489
Chr05	17525000	0.362608
Chr05	17575000	0.236560
Chr05	17625000	0.163591
Chr05	17675000	0.250875
Chr05	17725000	0.387635
Chr05	17775000	0.207819
Chr05	17825000	0.233844
Chr05	17875000	0.220215
Chr05	17925000	0.278003
Chr05	17975000	0.320925
Chr05	18025000	0.294259
Chr05	18075000	0.211743
Chr05	18125000	0.165035
Chr05	18175000	0.267537
Chr05	18225000	0.295921
Chr05	18275000	0.157432
Chr05	18325000	0.199140
Chr05	18375000	0.332102
Chr05	18425000	0.484271
Chr05	18475000	0.323330
Chr05	18525000	0.257345
Chr05	18575000	0.128977
Chr05	18625000	0.180591
Chr05	18675000	0.221002
Chr05	18725000	0.312598
Chr05	18775000	0.230019
Chr05	18825000	0.262345
Chr05	18875000	0.167460
Chr05	18925000	0.154002
Chr05	18975000	0.265537
Chr05	19025000	0.313136
Chr05	19075000	0.296328
Chr05	19125000	0.179133
Chr05	19175000	0.218405
Chr05	19225000	0.359717
Chr05	19275000	0.165927
Chr05	19325000	0.193567
Chr05	19375000	0.192620
Chr05	19425000	0.170260
Chr05	19475000	0.174751
Chr05	19525000	0.229187
Chr05	19575000	0.217791
Chr05	19625000	0.229193
Chr05	19675000	0.180605
Chr05	19725000	0.150293
Chr05	19775000	0.081081
Chr05	19825000	0.142782
Chr05	19875000	0.280579
Chr05	19925000	0.299897
Chr05	19975000	0.203081
Chr05	20025000	0.240812
Chr05	20075000	0.164681
Chr05	20125000	0.099055
Chr05	20175000	0.108748
Chr05	20225000	0.153336
Chr05	20275000	0.187289
Chr05	20325000	0.151394
Chr05	20375000	0.176179
Chr05	20425000	0.117361
Chr05	20475000	0.161787
Chr05	20525000	0.273759
Chr05	20575000	0.191844
Chr05	20625000	0.158342
Chr05	20675000	0.203048
Chr05	20725000	0.176715
Chr05	20775000	0.252836
Chr05	20825000	0.380504
Chr05	20875000	0.340328
Chr05	20925000	0.206636
Chr05	20975000	0.262560
Chr05	21025000	0.309668
Chr05	21075000	0.245742
Chr05	21125000	0.230429
Chr05	21175000	0.235247
Chr05	21225000	0.221152
Chr05	21275000	0.354745
Chr05	21325000	0.328869
Chr05	21375000	0.521120
Chr05	21425000	0.229160
Chr05	21475000	0.280479
Chr05	21525000	0.372221
Chr05	21575000	0.329244
Chr05	21625000	0.161872
Chr05	21675000	0.321217
Chr05	21725000	0.186616
Chr05	21775000	0.258255
Chr05	21825000	0.293032
Chr05	21875000	0.243917
Chr05	21925000	0.436277
Chr05	21975000	0.328065
Chr05	22025000	0.272986
Chr05	22075000	0.263940
Chr05	22125000	0.325076
Chr05	22175000	0.171730
Chr05	22225000	0.157621
Chr05	22275000	0.195135
Chr05	22325000	0.234762
Chr05	22375000	0.328969
Chr05	22425000	0.463670
Chr05	22475000	0.286706
Chr05	22525000	0.190679
Chr05	22575000	0.203008
Chr05	22625000	0.118765
Chr05	22675000	0.263824
Chr05	22725000	0.321002
Chr05	22775000	0.141021
Chr05	22825000	0.296147
Chr05	22875000	0.331705
Chr05	22925000	0.300654
Chr05	22975000	0.199979
Chr05	23025000	0.282652
Chr05	23075000	0.143539
Chr05	23125000	0.115239
Chr05	23175000	0.150730
Chr05	23225000	0.181423
Chr05	23275000	0.157968
Chr05	23325000	0.162697
Chr05	23375000	0.205764
Chr05	23425000	0.320593
Chr05	23475000	0.197723
Chr05	23525000	0.178258
Chr05	23575000	0.177288
Chr05	23625000	0.258679
Chr05	23675000	0.193389
Chr05	23725000	0.198196
Chr05	23775000	0.152962
Chr05	23825000	0.212185
Chr05	23875000	0.197945
Chr05	23925000	0.211699
Chr05	23975000	0.187254
Chr05	24025000	0.216632
Chr05	24075000	0.256406
Chr05	24125000	0.264631
Chr05	24175000	0.093868
Chr05	24225000	0.103918
Chr05	24275000	0.192704
Chr05	24325000	0.213861
Chr05	24375000	0.166253
Chr05	24425000	0.167003
Chr05	24475000	0.403037
Chr05	24525000	0.221689
Chr05	24575000	0.232841
Chr05	24625000	0.183643
Chr05	24675000	0.261059
Chr05	24725000	0.180108
Chr05	24775000	0.179932
Chr05	24825000	0.160916
Chr05	24875000	0.242073
Chr05	24925000	0.153399
Chr05	24975000	0.234665
Chr05	25025000	0.130589
Chr05	25075000	0.161749
Chr05	25125000	0.142827
Chr05	25175000	0.105836
Chr05	25225000	0.155005
Chr05	25275000	0.143774
Chr05	25325000	0.102289
Chr05	25375000	0.113256
Chr05	25425000	0.202923
Chr05	25475000	0.131863
Chr05	25525000	0.211339
Chr05	25575000	0.149827
Chr05	25625000	0.193859
Chr05	25675000	0.323424
Chr05	25725000	0.230794
Chr05	25775000	0.190624
Chr05	25825000	0.155234
Chr06	75000	0.112241
Chr06	125000	0.073824
Chr06	175000	0.100563
Chr06	225000	0.061386
Chr06	275000	0.114019
Chr06	325000	0.122959
Chr06	375000	0.247732
Chr06	425000	0.105951
Chr06	475000	0.114834
Chr06	525000	0.157136
Chr06	575000	0.098432
Chr06	625000	0.127123
Chr06	675000	0.238373
Chr06	725000	0.204275
Chr06	775000	0.090480
Chr06	825000	0.119123
